"ChannelID","ChannelName","ProgrammeCount","NoDataCount"
"epg-no-viasat-4-fhd-5807f6db","NO: Viasat 4 FHD","1","1"
"epg-no-tv2-zebra-fhd-fee64b99","NO: TV2 Zebra FHD","1","1"
"epg-no-tv2-nyhetskanalen-hd-8a9cda05","NO: TV2 NYHETSKANALEN HD","1","1"
"epg-no-tv2-sport-2-hd-41eda66a","NO: TV2 Sport 2 HD","1","1"
"ViasatFilmPremiere.no","NO: Viasat Film Premiere","1","1"
"ViasatGolf.no","NO: VIASAT GOLF","1","1"
"ViasatFilmFamily.no","NO: Viasat Film Family","1","1"
"ViasatFilmAction.no","NO: Viasat Action","1","1"
"ViasatExplore.no","NO: VIASAT EXPLORER","1","1"
"epg-no-tv2-livsstil-hd-8529d8b8","NO: TV2 LIVSSTIL HD","1","1"
"discoverychannel.mx","MX: Discovery Channel FHD","1","1"
"NRK2.no","NO: NRK 2 HD","1","1"
"NRK1.no","NO: NRK 1 HD","1","1"
"Nickelodeon.no","NO: nickelodeon HD","1","1"
"DisneyJunior.no","NO: Disney Junior","1","1"
"TVNorge.no","NO: TV Norge FHD","1","1"
"epg-no-tv2-bornholm-hd-98c9fd04","NO: TV2 bornholm HD","1","1"
"SFKanalen.no","NO: SF-KANALEN","1","1"
"NRK3.no","NO: NRK 3 HD","1","1"
"NRKSuper.no","NO: NRK3 / SUPER HD","1","1"
"Net5.nl","NL: Net 5 FHD","1","1"
"NickJr.nl","NL: Nick Jr","1","1"
"MTVMusic24.nl","NL: MTV Music 90's","1","1"
"NatGeo.nl","NL: National Geographic HD","1","1"
"epg-mx-tlr-6226ae06","MX: TLR","1","1"
"epg-mx-televisa-6f7e37af","MX: TELEVISA","1","1"
"epg-mx-teleritmo-704790c9","MX: Teleritmo","1","1"
"NickHits.nl","NL: Nick Music","1","1"
"TeleNovelas.mx","MX: TL Novelas","1","1"
"epg-nl-film-1-drama-c8a55c4b","NL: Film 1 Drama","1","1"
"Film1Family.nl","NL: Film 1 Family","1","1"
"tntseries.mx","MX: TNT Series FHD","1","1"
"FoxSports4.nl","NL: ESPN 4","1","1"
"Film1Action.nl","NL: Film1 Action","1","1"
"InvestigationDiscovery.nl","NL: Investigation Discovery","1","1"
"MTV.nl","NL: MTV HD","1","1"
"Film1Premiere.nl","NL: Film1 Premiere FHD","1","1"
"HorseCountryTV.nl","NL: Horse & Country TV","1","1"
"RCKTV.de","MX: RCG TV","1","1"
"paramountchannel.mx","MX: Paramount Channel FHD","1","1"
"space.mx","MX: Space FHD","1","1"
"sonyhd.mx","MX: Sony Channel FHD","1","1"
"epg-mx-ntn24-fhd-b22eac2a","MX: NTN24 FHD","1","1"
"NBCGoldSnow.us","MX: NBC Golf FHD","1","1"
"natgeowild.mx","MX: NAT GEO Wild FHD","1","1"
"nickelodeon.mx","MX: Nickelodeon FHD","1","1"
"nick2.mx","MX: Nick 2 FHD","1","1"
"epg-mx-teleformula-51ec81ac","MX: Teleformula","1","1"
"tdn.mx","MX: TDN FHD","1","1"
"TelehitHD.mx","MX: Telehit Plus FHD","1","1"
"epg-mx-telehit-0c8d498d","MX: Telehit","1","1"
"tcm.mx","MX: TCM FHD","1","1"
"Nickelodeon.nl","NL: Nickelodeon","1","1"
"fox.mx","MX: Star Channel","1","1"
"syfy.mx","MX: SYFY FHD","1","1"
"studiouniversal.mx","MX: Studio Universal HD","1","1"
"warnerchannel.mx","MX: Warner HD","1","1"
"AnimalPlanet.nl","NL: Animal Planet","1","1"
"192TV.nl","NL: 192 TV","1","1"
"24Kitchen.nl","NL: 24 Kitchen","1","1"
"AT5.nl","NL: AT5 HD","1","1"
"Boomerang.nl","NL: Boomerang","1","1"
"universalchannel.mx","MX: Universal Channel","1","1"
"BabyTV.nl","NL: Baby TV","1","1"
"vh1.mx","MX: VH1 FHD","1","1"
"canal13.ni","NI: CANAL 13","1","1"
"canal14.ni","NI: CANAL 14","1","1"
"epg-nc-belmont-fox-wjzy-68cccbd9","NC | Belmont | FOX WJZY","1","1"
"canal10.ni","NI: Canal 10","1","1"
"canal2.ni","NI: Canal 2","1","1"
"100NLTV.nl","NL: 100% NL TV","1","1"
"worldofbusinessideas.mx","MX: Wobi FHD","1","1"
"canal6.ni","NI: Canal 6","1","1"
"canal8.ni","NI: CANAL 8","1","1"
"FoxSports1.nl","NL: ESPN 1 HD","1","1"
"epg-mx-tv-m-xiquense-hd-9f2c51f4","MX: TV M̩xiquense HD","1","1"
"RodjaTV.id","NL: Djazz TV","1","1"
"tvmasxhgv.es","MX: TV Mas FHD","1","1"
"FoxSports2.nl","NL: ESPN 2 HD","1","1"
"FoxSports3.nl","NL: ESPN 3","1","1"
"tooncast.mx","MX: Tooncast FHD","1","1"
"tudn.mx","MX: TUDN FHD","1","1"
"trutv.mx","MX: Tru TV FHD","1","1"
"epg-mx-tvo-fhd-86e28374","MX: TVO FHD","1","1"
"DiscoveryScience.nl","NL: Discovery Science","1","1"
"CartoonNetwork.nl","NL: Cartoon Network","1","1"
"unicable.mx","MX: Unicable FHD","1","1"
"tveinternacional.mx","MX: TVE FHD","1","1"
"tvcpanico.mx","MX: TVC","1","1"
"tv5monde.mx","MX: TV5 FRANCIA","1","1"
"DiscoveryWorld.nl","NL: Discovery World","1","1"
"tvcdeportes.mx","MX: TVC Deportes","1","1"
"SBS9.nl","NL: SBS 9","1","1"
"SBS6.nl","NL: SBS6 FHD","1","1"
"epg-nl-rtv-noord-b5248736","NL: RTV Noord","1","1"
"RTVUtrecht.nl","NL: RTV Utrecht","1","1"
"Slam.nl","NL: Slam","1","1"
"TLC.nl","NL: TLC","1","1"
"TVOost.nl","NL: TV Oost","1","1"
"Spike.nl","NL: Spike HD","1","1"
"StingrayLiteTV.nl","NL: Stingray LiteTV","1","1"
"epg-mx-fox-sports-3-hd-610516e6","MX: Fox Sports 3 HD","1","1"
"epg-mx-fox-sports-3-fhd-30564d5b","MX: FOX SPORTS 3 FHD","1","1"
"epg-nl-rtv-7-c6f07f1c","NL: RTV 7","1","1"
"fx.mx","MX: FX HD","1","1"
"epg-mx-fox-sports-2-hd-7c310ff1","MX: FOX SPORTS 2 HD","1","1"
"epg-mx-fox-sports-1-hd-4a130a5c","MX: Fox Sports 1 HD","1","1"
"epg-mx-fox-sports-a37cf224","MX: FOX SPORTS","1","1"
"RTSSvet.hr","NL: RTV DRENTHE","1","1"
"epg-mx-fox-sports-2-fhd-f4cc96e6","MX: FOX SPORTS 2 FHD","1","1"
"ZiggoSportRacing.nl","NL: Ziggo Sport 3","1","1"
"excelsiortv.mx","MX: Excelsior TV FHD","1","1"
"Xite.nl","NL: XITE HD","1","1"
"ZiggoSportExtra1.nl","NL: Ziggo Extra1","1","1"
"ZiggoSportSelect.nl","NL: Ziggo Sport FHD","1","1"
"Boomerang.no","NO: Boomerang HD","1","1"
"espnplushd.mx","MX: ESPN Plus HD","1","1"
"epg-no-eurosport-pluss-4-27d825b3","NO EUROSPORT Pluss 4","1","1"
"europaeuropa.mx","MX: Europa Europa FHD","1","1"
"FOXNews.id","MX: Fox News FHD","1","1"
"TV538.nl","NL: TV538","1","1"
"foxseries.mx","MX: Fox Series HD","1","1"
"TVOranje.nl","NL: TV Oranje","1","1"
"foxcinema.mx","MX: Fox Cinema","1","1"
"VeronicaDisneyXD.nl","NL: Veronica Disney XD","1","1"
"foodnetwork.mx","MX: Food Network FHD","1","1"
"epg-mx-foro-tv-fhd-66e36e70","MX: Foro TV FHD","1","1"
"epg-mx-formula-noticias-fhd-cf72a531","MX: Formula Noticias FHD","1","1"
"epg-nl-omroep-brabant-0741be5a","NL: Omroep Brabant","1","1"
"epg-mx-mtv-80s-hd-29da8836","MX: MTV 80s HD","1","1"
"NPOPolitiek.nl","NL: NPO Politiek","1","1"
"NPOZappXtra.nl","NL: NPO Zapp Xtra","1","1"
"mileniotelevision.mx","MX: Milenio TV FHD","1","1"
"maschictv.mx","MX: Mas Chic FHD","1","1"
"lifetime.mx","MX: Lifetime FHD","1","1"
"epg-mx-mexiquense-4e8ec00d","MX: Mexiquense","1","1"
"epg-nl-omroep-fryslan-d1474665","NL: Omroep Fryslan","1","1"
"multimedios.mx","MX: Multimedios FHD","1","1"
"MTVLive.de","MX: MTV Live FHD","1","1"
"natgeokids.mx","MX: NAT GEO Kids FHD","1","1"
"natgeo.mx","MX: NAT GEO FHD","1","1"
"Nicktoons.nl","NL: Nicktoons","1","1"
"npo2.nl","NL: NPO 2","1","1"
"NPO3.nl","NL: NPO 3","1","1"
"MTVHits.de","MX: MTV Hits FHD","1","1"
"epg-mx-mtv-fhd-c247bd32","MX: MTV FHD","1","1"
"RTLTelekids.nl","NL: RTL Telekids","1","1"
"RTLZ.nl","NL: RTL Z","1","1"
"RTLLounge.nl","NL: RTL lounge","1","1"
"goldenplus.mx","MX: Golden Plus FHD","1","1"
"golden.mx","MX: Golden FHD","1","1"
"GarageTV.es","MX: Garage TV FHD","1","1"
"fxmovies.mx","MX: FXM","1","1"
"goldenedge.mx","MX: Golden Edge FHD","1","1"
"glitz.mx","MX: Glitz FHD","1","1"
"ingeniotv.mx","MX: Ingenio TV","1","1"
"epg-nl-omroep-zeeland-57b3bc9c","NL: Omroep Zeeland","1","1"
"epg-mx-las-estrellas-65d992df","MX: Las Estrellas","1","1"
"investigationdiscovery.mx","MX: Investigation Discovery FHD","1","1"
"imagentv.mx","MX: Imagen TV","1","1"
"RTLCrime.nl","NL: RTL Crime","1","1"
"golfchannel.mx","MX: GOLF Channel","1","1"
"RTL4.nl","NL: RTL 4","1","1"
"historychannel.mx","MX: History FHD","1","1"
"epg-it-dmax-79a50952","IT: Dmax","1","1"
"epg-it-disney-junior-d2896146","IT: Disney Junior","1","1"
"discoveryscience.it","IT: Discovery Science","1","1"
"eurosport.it","IT: Eurosport 1 HD","1","1"
"euronews.it","IT: Euronews","1","1"
"epg-it-dmax-1-hd-0c2243bb","IT: DMAX 1 HD","1","1"
"mydeejay.it","IT: DEEJAY TV","1","1"
"epg-it-dazn-1-22bda876","IT: DAZN 1","1","1"
"cine34.it","IT: Cine 34 HD","1","1"
"epg-it-discovery-nove-hd-ae8ed0e4","IT: Discovery NOVE HD","1","1"
"epg-it-discovery-frisbee-hd-8ea538e7","IT: Discovery FRISBEE HD","1","1"
"discoverychannel.it","IT: Discovery Channel","1","1"
"ICTV.ua","IT: Icaro TV","1","1"
"epg-it-history-channel-hd-4b16ee66","IT: History Channel HD","1","1"
"epg-it-history-21a77f1e","IT: History","1","1"
"epg-it-iris-mediaset-66cc4a20","IT: Iris Mediaset","1","1"
"epg-it-iris-hd-140f6d69","IT: Iris HD","1","1"
"interchannel.it","IT: Inter Channel","1","1"
"focustv.it","IT: Focus","1","1"
"italianfishingtv.it","IT: Fishing TV","1","1"
"eurosport2.it","IT: Eurosport 2 HD","1","1"
"giallo.it","IT: Giallo HD","1","1"
"epg-it-frisbee-483790bb","IT: FRISBEE","1","1"
"foodnetwork.it","IT: Food Network","1","1"
"RadioNova.dk","IR: RADIO JAVAN HD","1","1"
"BBCPersian.uk","IR: Persiana Family","1","1"
"PandaTV.nz","IR: PAYVAND TV","1","1"
"TamashaTv.kz","IR: Tapesh TV HD","1","1"
"RTEOne.ie","IR: RTE One","1","1"
"RTETwo.ie","IR: RTE 2","1","1"
"PressTV.ir","IR: IRIB Press TV FHD","1","1"
"Iris.it","IR: IRIB Nasim","1","1"
"NamayeshFarsi.ir","IR: IRIB Namayesh","1","1"
"epg-ir-pars-tv-5a5fea7d","IR: Pars TV","1","1"
"MilanTV.it","IR: MIHAN TV HD","1","1"
"HitTV.kz","IR: ITN TV","1","1"
"epg-it-canale-21-18bedebe","IT: Canale 21","1","1"
"epg-it-canale-2-altamura-33278494","IT: Canale 2 Altamura","1","1"
"cacciapesca.it","IT: CACCIA e Pesca","1","1"
"cartoonito.it","IT: Cartoonito","1","1"
"epg-it-canale-8-b95f1eb7","IT: Canale 8","1","1"
"canale5.it","IT: Canale 5","1","1"
"epg-ire-virgin-media-one-3991e27a","IRE: VIRGIN MEDIA ONE","1","1"
"epg-ir-varzesh-tv-hd-ea8ccadc","IR: Varzesh TV HD","1","1"
"epg-ir-varzesh-tv-3-hd-91820cbc","IR: Varzesh TV 3 HD","1","1"
"babytv.it","IT: Baby TV","1","1"
"Aurora.au","IT: Aurora Arte","1","1"
"epg-ire-virgin-media-two-hd-d1e0457a","IRE: VIRGIN MEDIA TWO HD","1","1"
"italia1.it","IT: Italia 1 FHD","1","1"
"primafila18.it","IT: Primafila 18 HD","1","1"
"premiumstories.it","IT: Premium Stories","1","1"
"premiumcinemaemotion.it","IT: Premium Emotion","1","1"
"Radio100.dk","IT: Radio 51","1","1"
"epg-it-quarta-rete-tv-8a5b75d5","IT: Quarta Rete TV","1","1"
"epg-it-primocanale-7776b0bf","IT: Primocanale","1","1"
"premiumcinema.it","IT: Premium Cinema FHD","1","1"
"premiumcinema2.it","IT: PREMIUM CINEMA 2 HD","1","1"
"cartoonnetwork.it","IT: Premium Cartoon Network","1","1"
"epg-it-premium-disney-junior-89e527bd","IT: Premium Disney Junior","1","1"
"premiumcrime.it","IT: Premium Crime HD","1","1"
"premiumcinema3.it","IT: Premium Comedy HD","1","1"
"raigulp.it","IT: Rai Gulp","1","1"
"rai5.it","IT: Rai 5","1","1"
"rai4.it","IT: Rai 4","1","1"
"rainews.it","IT: Rai News24","1","1"
"raimovie.it","IT: Rai Movie","1","1"
"raiitalia.it","IT: RAI Italia","1","1"
"RadioBremenTV.de","IT: RADIO M20 TV","1","1"
"epg-it-radio-italia-tv-hd-43e52037","IT: RADIO ITALIA TV HD","1","1"
"epg-it-radio-capital-tv-f29ab776","IT: Radio Capital TV","1","1"
"raitre.it","IT: Rai 3","1","1"
"raidue.it","IT: Rai 2","1","1"
"raiuno.it","IT: Rai 1","1","1"
"epg-it-lazio-channel-fhd-79cf189a","IT: Lazio Channel FHD","1","1"
"epg-it-la7d-fhd-9ff0b530","IT: LA7d FHD","1","1"
"epg-it-la-7d-1f34acd9","IT: la 7D","1","1"
"mediasetextra.it","IT: Mediaset Extra","1","1"
"epg-it-mediaset-20-846c00f8","IT: Mediaset 20","1","1"
"epg-it-lazio-style-fhd-f9d145f0","IT: LAZIO Style FHD","1","1"
"k2.it","IT: K2","1","1"
"epg-it-italia-2-mediaset-hd-5c0d013d","IT: ITALIA 2 MEDIASET HD","1","1"
"epg-it-italia-2-hd-1cece33e","IT: Italia 2 HD","1","1"
"epg-it-la-7-04af7e93","IT: La 7","1","1"
"epg-it-la-5-mediaset-hd-4daebfc5","IT: LA 5 MEDIASET HD","1","1"
"epg-it-la-5-fa56aeaf","IT: La 5","1","1"
"DonauTV.de","IT: OndaTV","1","1"
"epg-it-nove-tv-b370a82e","IT: Nove TV","1","1"
"nickjunior.it","IT: NickJr","1","1"
"epg-it-premium-action-fhd-0290eeaf","IT: Premium Action FHD","1","1"
"epg-it-premium-action-e8f0e9e1","IT: Premium Action","1","1"
"paramountchannel.it","IT: Paramount Network","1","1"
"mtv.it","IT: MTV CLASSIC HD","1","1"
"epg-it-mediaset-italia-d036e9dc","IT: Mediaset Italia","1","1"
"epg-it-mediaset-iris-00f2434e","IT: MEDIASET IRIS","1","1"
"natgeowild.it","IT: NAT GEO WILD HD","1","1"
"natgeo.it","IT: NAT GEO HD","1","1"
"aaraby.eg","IT: MTV Hits","1","1"
"MostanadFarsi.ir","IR: IRIB Mostanad","1","1"
"ParamountChannel.hu","HU: Paramount Channel","1","1"
"OzoneNetwork.hu","HU: OZONE NETWORK","1","1"
"Nicktoons.hu","HU: NICKTOONS","1","1"
"RTLGold.hu","HU: RTL GOLD","1","1"
"RTL2.hu","HU: RTL 2 HD","1","1"
"Prime.hu","HU: Prime","1","1"
"MuzsikaTV.hu","HU: Muzsika TV","1","1"
"MusicChannel.hu","HU: Music Channel","1","1"
"Moziverzum.hu","HU: MOZIVERZUM","1","1"
"Nickelodeon.hu","HU: Nickelodeon","1","1"
"NatGeoWild.hu","HU: National Geographic Wild HD","1","1"
"NatGeo.hu","HU: National Geographic HD","1","1"
"Spiler2TV.hu","HU: SPILER 2 TV HD","1","1"
"SpilerTV.hu","HU: SPILER 1 TV HD","1","1"
"SpektrumHome.hu","HU: Spektrum Home","1","1"
"Story4.hu","HU: STORY 4","1","1"
"epg-hu-sport-2-hd-af8b86f0","HU: Sport 2 HD","1","1"
"Sport1.hu","HU: Sport 1 HD","1","1"
"SonyMax.hu","HU: SONY MAX","1","1"
"epg-hu-slager-tv-fd4cb065","HU: SLAGER TV","1","1"
"epg-hu-rtl-ii-hd-1f05b467","HU: RTL II HD","1","1"
"Spektrum.hu","HU: Spektrum HD","1","1"
"SorozatPlus.hu","HU: Sorozat","1","1"
"SonyMovieChannel.hu","HU: Sony Movie Channel","1","1"
"FoodNetwork.hu","HU: Food Network","1","1"
"Fix.hu","HU: Fix TV HD","1","1"
"epg-hu-fishing-hunting-hd-29c7dcd9","HU: Fishing & Hunting HD","1","1"
"HBO.hu","HU: HBO HD","1","1"
"HBO3.hu","HU: HBO 3","1","1"
"HBO2.hu","HU: HBO 2 HD","1","1"
"Filmbox.hu","HU: Filmbox","1","1"
"epg-hu-film-hd-f1159ea7","HU: FILM+ HD","1","1"
"DoItYourself.il","HU: Film Now","1","1"
"FilmboxPremium.hu","HU: FilmBox Premium","1","1"
"epg-hu-filmbox-plus-72c675bc","HU: FILMBOX PLUS","1","1"
"FilmboxFamily.hu","HU: FilmBox Family HD","1","1"
"m2.hu","HU: M2 / PETOFI TV","1","1"
"m1.hu","HU: M1 HD","1","1"
"KiwiTV.hu","HU: KIWI TV","1","1"
"Minimax.hu","HU: Minimax","1","1"
"m5.hu","HU: M5 HD","1","1"
"M4Sport.hu","HU: M4 SPORT HD","1","1"
"HistoryChannel.hu","HU: History HD","1","1"
"HirTV.hu","HU: Hir TV","1","1"
"HeartTV.uk","HU: Heti TV","1","1"
"JockyTV.hu","HU: JOCKY TV","1","1"
"JimJam.hu","HU: JIMJAM","1","1"
"epg-hu-humor-df59404a","HU: Humor","1","1"
"epg-hu-super-tv-2-hd-9f48c255","HU: SUPER TV 2 HD","1","1"
"geminimovieshd.in","IN: GEMINI Movies","1","1"
"etvplus.in","IN: ETV Plus","1","1"
"zeetv.us","IN: Asian (Hindi) Zee TV","1","1"
"sangat.uk","IN: Sangat TV","1","1"
"ptcpunjabi.uk","IN: PTC Punjabi","1","1"
"maamovieshd.in","IN: MAA Movies","1","1"
"YesAction.il","IL: YES ACTION HD","1","1"
"Yes5.il","IL: YES 5 HD","1","1"
"Yes4.il","IL: YES 4 HD","1","1"
"YesDrama.il","IL: YES Drama HD","1","1"
"YesDoku.il","IL: YES DOCU","1","1"
"YesComedy.il","IL: YES COMEDY HD","1","1"
"AngelTV.in","IR: GEM Latino","1","1"
"GeminiComedy.in","IR: GEM Comedy","1","1"
"9Gem.au","IR: GEM AZ","1","1"
"Sirippoli.in","IR: IRIB IRINN","1","1"
"GemsTV.uk","IR: GEM TV HD","1","1"
"GeminiLife.in","IR: GEM Life HD","1","1"
"starpravahhd.in","IN: Star Pravah","1","1"
"sonyten3.in","IN: Sony Ten 3","1","1"
"sonymarathi.in","IN: Sony Marathi","1","1"
"CineStarTV.rs","IR: Cine Series HD","1","1"
"AstraTV.gr","IR: Assirat TV","1","1"
"AndinaTV.pe","IR: Andisheh TV","1","1"
"epg-il-cbs-champaign-wcia-923e2e62","IL |  CBS Champaign | | WCIA","1","1"
"epg-id-idaho-falls-telemundo-kifi-5a7b3a0c","ID | Idaho Falls | Telemundo KIFI","1","1"
"epg-ia-des-moines-fox-kdsm-bd88c6f9","IA | Des Moines | FOX KDSM","1","1"
"Home.uk","IL: HOME +","1","1"
"DisneyJunior.il","IL: Disney Junior","1","1"
"Hidabroot.il","IL Hidabroot Channel","1","1"
"tv2.hu","HU: TV2 HD","1","1"
"TravelChannel.hu","HU: Travel Channel HD","1","1"
"TLC.hu","HU: TLC","1","1"
"ViasatExplore.hu","HU: Viasat Explore","1","1"
"Viasat6.hu","HU: Viasat 6","1","1"
"Viasat3.hu","HU: Viasat 3 HD","1","1"
"VivaPlus.il","IL: VIVA PLUS","1","1"
"Viva.il","IL: VIVA","1","1"
"13Reshet.il","IL: Reshet 13 HD","1","1"
"Yes3.il","IL: YES 3 HD","1","1"
"Yes2.il","IL: YES 2 HD","1","1"
"Yes1.il","IL: YES 1 HD","1","1"
"KazakhTV.kz","IL: Kabbalah TV","1","1"
"Hot.pt","IL: HOT 8 HD","1","1"
"Hot3.il","IL: HOT 3 HD","1","1"
"Music24.il","IL: MUSIC 24","1","1"
"KnessetChannel.il","IL: Knesset Channel","1","1"
"12Keshet.il","IL: Keshet HD","1","1"
"epg-match-centre-7-a5668b45","Match Centre #7","1","1"
"epg-match-centre-6-304bdeb0","Match Centre #6","1","1"
"epg-match-centre-5-4cfd4584","Match Centre #5","1","1"
"epg-mi-bay-city-cbs-wnem-f76adbee","MI | Bay City | CBS WNEM","1","1"
"epg-match-centre-9-a754e985","Match Centre #9","1","1"
"epg-match-centre-8-9f65ad96","Match Centre #8","1","1"
"epg-match-centre-38-6102fac5","Match Centre #38","1","1"
"epg-match-centre-37-c970407a","Match Centre #37","1","1"
"epg-match-centre-36-88fa4577","Match Centre #36","1","1"
"epg-match-centre-40-9cece5dd","Match Centre #40","1","1"
"epg-match-centre-4-1c98a9d4","Match Centre #4","1","1"
"epg-match-centre-39-43fdc3a9","Match Centre #39","1","1"
"epg-mk-kanal-5-hd-9f7ca187","MK: Kanal 5 HD","1","1"
"InTV.al","MK: IN Avstralija TV HD","1","1"
"GoTV.at","MK: HUGO TV 1 HD","1","1"
"epg-mk-klan-25b200a0","MK: Klan","1","1"
"Kanal8.mk","MK: KANAL 8","1","1"
"epg-mk-kanal-5-47cfbf01","MK: KANAL 5+","1","1"
"epg-mk-alsat-m-ae69a6d9","MK: Alsat M","1","1"
"Alfa.mk","MK: Alfa HD","1","1"
"Vesti24.mk","MK: 24 Vesti HD","1","1"
"CineStarPremiere2.rs","MK: CINESTAR PREMIERE 2 HD","1","1"
"CineStarPremiere1.rs","MK: Cinestar Premiere 1 HD","1","1"
"epg-mk-cineplex-6e571855","MK: Cineplex","1","1"
"epg-match-centre-21-5ecb9139","Match Centre #21","1","1"
"epg-match-centre-20-8f4a3148","Match Centre #20","1","1"
"epg-match-centre-2-e4229fc0","Match Centre #2","1","1"
"epg-match-centre-24-b352367c","Match Centre #24","1","1"
"epg-match-centre-23-1fd18075","Match Centre #23","1","1"
"epg-match-centre-22-0fc9ff03","Match Centre #22","1","1"
"epg-match-centre-16-5dcaf1a8","Match Centre #16","1","1"
"epg-match-centre-15-7d1aca22","Match Centre #15","1","1"
"epg-match-centre-14-1b6168e5","Match Centre #14","1","1"
"epg-match-centre-19-869ddf86","Match Centre #19","1","1"
"epg-match-centre-18-9dd1a189","Match Centre #18","1","1"
"epg-match-centre-17-4ce07dde","Match Centre #17","1","1"
"epg-match-centre-32-a4061b9d","Match Centre #32","1","1"
"epg-match-centre-31-2b36322b","Match Centre #31","1","1"
"epg-match-centre-30-6c4add7b","Match Centre #30","1","1"
"epg-match-centre-35-4275d608","Match Centre #35","1","1"
"epg-match-centre-34-265ef9c4","Match Centre #34","1","1"
"epg-match-centre-33-a7694d32","Match Centre #33","1","1"
"epg-match-centre-27-5f78f9e8","Match Centre #27","1","1"
"epg-match-centre-26-4600b37d","Match Centre #26","1","1"
"epg-match-centre-25-474d5414","Match Centre #25","1","1"
"epg-match-centre-3-129058c9","Match Centre #3","1","1"
"epg-match-centre-29-39f63e87","Match Centre #29","1","1"
"epg-match-centre-28-885c8b49","Match Centre #28","1","1"
"KochuTV.in","MK: Kohavision FHD","1","1"
"bitme.mx","MX: BitMe HD","1","1"
"bandamax.mx","MX: Bandamax FHD","1","1"
"babytv.mx","MX: Baby TV FHD","1","1"
"22nacional.mx","MX: Canal 22 Internacional","1","1"
"boomerang.mx","MX: Boomerang FHD","1","1"
"bloombergtv.mx","MX: Bloomberg FHD","1","1"
"aztecauno.mx","MX: AZTECA 1","1","1"
"azcorazon.mx","MX: AZ Corazon FHD","1","1"
"azclic.mx","MX: Az Clic","1","1"
"BabyFirstTV.us","MX: Baby First","1","1"
"aztecamundo.mx","MX: AZTECA Mundo","1","1"
"azteca7.mx","MX: AZTECA 7 FHD","1","1"
"epg-mx-cnn-en-espa-ol-fef96dc2","MX: CNN en Espa̱ol","1","1"
"cinecanal.mx","MX: Cinecanal FHD","1","1"
"cartoonnetwork.mx","MX: Cartoon Network FHD","1","1"
"comedycentral.mx","MX: Comedy Central FHD","1","1"
"cnn.mx","MX: CNN International FHD","1","1"
"epg-mx-cnn-espanol-7f2b3745","MX: CNN ESPANOL","1","1"
"5nacional.mx","MX: Canal 5 FHD","1","1"
"canalmonterreyxefb.mx","MX: Canal 4 FHD","1","1"
"epg-mx-canal-26-hd-fff2a874","MX: Canal 26 HD","1","1"
"canalonce.mx","MX: CANAL Once FHD","1","1"
"epg-mx-canal-de-las-estrellas-fhd-f79bb3db","MX: Canal de las Estrellas FHD","1","1"
"Canal8.hn","MX: Canal 8 FHD","1","1"
"epg-mk-telma-hd-1460e009","MK: Telma HD","1","1"
"epg-mk-sky-folk-music-hd-5bf999cc","MK: Sky Folk Music HD","1","1"
"epg-mk-sitel-2-87f4e995","MK: Sitel 2","1","1"
"epg-mo-st-louis-fox-ktvi-9eb27a94","MO | St. Louis | FOX KTVI","1","1"
"epg-mk-tv-kumanovo-9058bef3","MK: TV Kumanovo","1","1"
"epg-mk-tv-026fec81","MK: TV +","1","1"
"epg-mk-makedonia-tv-hd-d7dc78ca","MK: Makedonia TV HD","1","1"
"M1Gold.ba","MK: M1 GOLD","1","1"
"epg-mk-m1-film-425259ec","MK: M1 FILM","1","1"
"epg-mk-sitel-1-e6bf581b","MK: SITEL 1","1","1"
"TRTAvaz.tr","MK: RT Kavadarci","1","1"
"MTVIgman.ba","MK: MTV Igman","1","1"
"animalplanet.mx","MX: ANIMAL PLANET FHD","1","1"
"amc.mx","MX: AMC FHD","1","1"
"canaladn40.mx","MX: ADN 40 FHD","1","1"
"azcinema.mx","MX: AZ Cinema FHD","1","1"
"aymsports.mx","MX: AYM Sports FHD","1","1"
"axn.mx","MX: AXN FHD","1","1"
"TVM2.mt","MT: TVM 2 HD","1","1"
"epg-mt-tvm-1-hd-6579dd56","MT: TVM 1 HD","1","1"
"epg-ms-laurel-nbc-wdam-509872c5","MS | Laurel | NBC WDAM","1","1"
"aandemundo.mx","MX: A&E FHD","1","1"
"CubaPlay.us","MX: A Plus","1","1"
"epg-mt-tvm-hd-bad91121","MT: TVM HD","1","1"
"epg-match-centre-13-ec5a4e56","Match Centre #13","1","1"
"skysportarena.it","IT: Sky Sport Arena","1","1"
"primafila9.it","IT: SKY Primafila 9 HD","1","1"
"primafila8.it","IT: SKY Primafila 8 HD","1","1"
"skysportmotogp.it","IT: Sky Sport MotoGP","1","1"
"skysportfootball.it","IT: Sky Sport Futboll","1","1"
"skysportf1.it","IT: Sky Sport F1","1","1"
"primafila3.it","IT: SKY Primafila 3 HD","1","1"
"primafila2.it","IT: SKY PrimaFila 2 HD","1","1"
"primafila14.it","IT: SKY Primafila 14 HD","1","1"
"primafila7.it","IT: SKY Primafila 7 HD","1","1"
"primafila5.it","IT: SKY Primafila 5 HD","1","1"
"primafila4.it","IT: SKY Primafila 4 HD","1","1"
"super.it","IT: Super!","1","1"
"supertennis.it","IT: Super Tennis","1","1"
"skysportseriea.it","IT: Sport Seri A","1","1"
"epg-it-telecitta-e6b44f3b","IT: Telecitta","1","1"
"epg-it-telechiara-96146f00","IT: Telechiara","1","1"
